slug,title,year,importance,theme,subtheme,citationCount,status,download_url,file_path,file_type,bytes,download_reason,error,manual_path_hint,source_url,doi,arxiv
s3-social-network-simulation-system-with-large-language-model-empowered-1ec983f79a,S3: Social-network Simulation System with Large Language Model-Empowered Agents,2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,299,downloaded,https://arxiv.org/pdf/2307.14984,data/paper_cache/downloads/s3-social-network-simulation-system-with-large-language-model-empowered-1ec983f79a.pdf,pdf,397282,arxiv,,,https://arxiv.org/pdf/2307.14984,10.48550/arXiv.2307.14984,2307.14984
scaling-open-ended-reasoning-to-predict-the-future-7ec36b79c0,Scaling Open-Ended Reasoning to Predict the Future,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,6,downloaded,https://arxiv.org/pdf/2512.25070,data/paper_cache/downloads/scaling-open-ended-reasoning-to-predict-the-future-7ec36b79c0.pdf,pdf,2336670,arxiv,,,https://www.semanticscholar.org/paper/91fd88896184dfb2d7aabcdd27f4a13f809832d2,10.48550/arXiv.2512.25070,2512.25070
scattered-hypothesis-generation-for-open-ended-event-forecasting-7a15eae240,Scattered Hypothesis Generation for Open-Ended Event Forecasting,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,0,downloaded,https://arxiv.org/pdf/2604.15788,data/paper_cache/downloads/scattered-hypothesis-generation-for-open-ended-event-forecasting-7a15eae240.pdf,pdf,2419104,arxiv,,,https://www.semanticscholar.org/paper/865afb1a343d72fc9f617e3679256a09934df9e1,,2604.15788
sci2pol-evaluating-and-fine-tuning-llms-on-scientific-to-policy-0d37642c31,Sci2Pol: Evaluating and Fine-tuning LLMs on Scientific-to-Policy Brief Generation,2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy translation and policy brief generation,0,downloaded,https://arxiv.org/pdf/2509.21493,data/paper_cache/downloads/sci2pol-evaluating-and-fine-tuning-llms-on-scientific-to-policy-0d37642c31.pdf,pdf,1578611,arxiv,,,https://arxiv.org/abs/2509.21493,10.48550/arXiv.2509.21493,2509.21493
shall-we-team-up-exploring-spontaneous-cooperation-of-competing-llm-5c2bb4221c,Shall We Team Up: Exploring Spontaneous Cooperation of Competing LLM Agents,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,49,downloaded,https://arxiv.org/pdf/2402.12327,data/paper_cache/downloads/shall-we-team-up-exploring-spontaneous-cooperation-of-competing-llm-5c2bb4221c.pdf,pdf,3915063,arxiv,,,https://www.semanticscholar.org/paper/11d4478587c4d2ecb195fe911809946928767657,10.18653/v1/2024.findings-emnlp.297,2402.12327
should-chatgpt-be-biased-challenges-and-risks-of-bias-in-d927e4d05f,Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,2023,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",369,downloaded,https://arxiv.org/pdf/2304.03738,data/paper_cache/downloads/should-chatgpt-be-biased-challenges-and-risks-of-bias-in-d927e4d05f.pdf,pdf,322082,arxiv,,,https://www.semanticscholar.org/paper/16d83e930a4dab2d49f5d276838ddce79df3f787,10.5210/fm.v28i11.13346,2304.03738
simulated-ignorance-fails-a-systematic-study-of-llm-behaviors-on-776eb108e9,Simulated Ignorance Fails: A Systematic Study of LLM Behaviors on Forecasting Problems Before Model Knowledge Cutoff,2026,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,3,downloaded,https://arxiv.org/pdf/2601.13717,data/paper_cache/downloads/simulated-ignorance-fails-a-systematic-study-of-llm-behaviors-on-776eb108e9.pdf,pdf,531877,arxiv,,,https://www.semanticscholar.org/paper/9a08a05560778e664c3ae47108be0fc501385d63,10.48550/arXiv.2601.13717,2601.13717
simulating-human-strategic-behavior-comparing-single-and-multi-agent-llms-ecaf18643e,Simulating Human Strategic Behavior: Comparing Single and Multi-agent LLMs,2024,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Behavioral game tests and human-like strategy,50,downloaded,https://arxiv.org/pdf/2402.08189,data/paper_cache/downloads/simulating-human-strategic-behavior-comparing-single-and-multi-agent-llms-ecaf18643e.pdf,pdf,556961,arxiv,,,https://www.semanticscholar.org/paper/952f4efa812589a113b7825693a809e093a02d83,10.48550/arXiv.2402.08189,
simulating-influence-dynamics-with-llm-agents-c0d29b5e93,Simulating Influence Dynamics with LLM Agents,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",5,downloaded,https://arxiv.org/pdf/2503.08709,data/paper_cache/downloads/simulating-influence-dynamics-with-llm-agents-c0d29b5e93.pdf,pdf,341067,arxiv,,,https://arxiv.org/html/2503.08709v1,10.1109/BigData66926.2025.11401885,2503.08709
simulating-misinformation-vulnerabilities-with-agent-personas-af68016170,Simulating Misinformation Vulnerabilities with Agent Personas,2025,Curated,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,1,downloaded,https://arxiv.org/pdf/2511.04697,data/paper_cache/downloads/simulating-misinformation-vulnerabilities-with-agent-personas-af68016170.pdf,pdf,982452,arxiv,,,https://www.semanticscholar.org/paper/7f571dcc44b2a48e2d649654847b40db50dbb7ca,10.1109/WSC68292.2025.11338973,2511.04697
simulating-online-social-media-conversations-on-controversial-topics-using-ai-d6448f9e3f,Simulating Online Social Media Conversations on Controversial Topics Using AI Agents Calibrated on Real-World Data,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",1,downloaded,https://arxiv.org/pdf/2509.18985,data/paper_cache/downloads/simulating-online-social-media-conversations-on-controversial-topics-using-ai-d6448f9e3f.pdf,pdf,594430,arxiv,,,https://www.semanticscholar.org/paper/8d8cc9484b6b2d63ba00b3fd4a7c777a514d798f,10.48550/arXiv.2509.18985,2509.18985
simulating-policy-discussions-with-digital-footprints-and-large-language-models-28dcd0232d,Simulating Policy Discussions with Digital Footprints and Large Language Models,2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/simulating-policy-discussions-with-digital-footprints-and-large-language-models-28dcd0232d.pdf,https://www.semanticscholar.org/paper/566d152a968bffc58d145541faa1e2dbb4b65f4d,10.23889/ijpds.v10i5.3328,
simulating-public-opinion-comparing-distributional-and-individual-level-predicti-6734bbc474,Simulating Public Opinion: Comparing Distributional and Individual-Level Predictions from LLMs and Random Forests,2025,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,2,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/simulating-public-opinion-comparing-distributional-and-individual-level-predicti-6734bbc474.pdf,https://www.semanticscholar.org/paper/a4ec508e5e0de8fc07c7552c1e0012c2e712442a,10.3390/e27090923,
simulating-strategic-reasoning-comparing-the-ability-of-single-llms-and-e9eeb582f9,Simulating Strategic Reasoning: Comparing the Ability of Single LLMs and Multi-Agent Systems to Replicate Human Behavior,2024,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Behavioral game tests and human-like strategy,21,downloaded,https://arxiv.org/pdf/2402.08189,data/paper_cache/downloads/simulating-strategic-reasoning-comparing-the-ability-of-single-llms-and-e9eeb582f9.pdf,pdf,556961,arxiv,,,https://www.semanticscholar.org/paper/2ad099eef1fd4bac4bafd4a52b6d2519083def51,10.24251/hicss.2025.100,2402.08189
social-policy-of-large-language-models-how-gpt-claude-deepseek-25ea06e557,"Social Policy of Large Language Models: How GPT, Claude, DeepSeek and Grok Allocate Social Budgets in Spain and Germany",2026,Watchlist,"Policymaking, Governance, and Institutional Decision Support","Strategic evaluation, bias, and foresight",0,downloaded,https://arxiv.org/pdf/2605.10234,data/paper_cache/downloads/social-policy-of-large-language-models-how-gpt-claude-deepseek-25ea06e557.pdf,pdf,723369,arxiv,,,https://www.semanticscholar.org/paper/c2580e7aca253ba5fcc8cb502f088562507a7b0a,,2605.10234
social-simulacra-creating-populated-prototypes-for-social-computing-systems-d52ec9a0db,Social Simulacra: Creating Populated Prototypes for Social Computing Systems,2022,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,456,downloaded,https://arxiv.org/pdf/2208.04024,data/paper_cache/downloads/social-simulacra-creating-populated-prototypes-for-social-computing-systems-d52ec9a0db.pdf,pdf,3127801,arxiv,,,https://www.semanticscholar.org/paper/49b499598a8864eee55ab264fc16a5bf8d2f87ef,10.1145/3526113.3545616,2208.04024
socio-political-events-of-conflict-and-unrest-a-survey-of-d1038b551d,Socio-political Events of Conflict and Unrest: A Survey of Available Datasets,2024,Curated,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,7,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/socio-political-events-of-conflict-and-unrest-a-survey-of-d1038b551d.pdf,https://www.semanticscholar.org/paper/e2f0fca4113a62ff2cfdc8901265f89af6bf4516,10.18653/v1/2024.case-1.5,
socioverse-a-world-model-for-social-simulation-powered-by-llm-7ce05e4f99,SocioVerse: A World Model for Social Simulation Powered by LLM Agents and A Pool of 10 Million Real-World Users,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,40,downloaded,https://arxiv.org/pdf/2504.10157,data/paper_cache/downloads/socioverse-a-world-model-for-social-simulation-powered-by-llm-7ce05e4f99.pdf,pdf,2027463,arxiv,,,https://www.semanticscholar.org/paper/8445acec53b5668d6fe0701513e99590be4233bb,10.48550/arXiv.2504.10157,2504.10157
sotopia-interactive-evaluation-for-social-intelligence-in-language-agents-f535ef9dee,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,2023,Curated,Peripheral and Borderline Materials,Generic negotiation and behavioral games,302,downloaded,https://arxiv.org/pdf/2310.11667,data/paper_cache/downloads/sotopia-interactive-evaluation-for-social-intelligence-in-language-agents-f535ef9dee.pdf,pdf,9153932,arxiv,,,https://www.semanticscholar.org/paper/f6e893b3e2ee7a62c2fe8a3b0e33920c3e596969,10.48550/arXiv.2310.11667,2310.11667
spin-bench-how-well-do-llms-plan-strategically-and-reason-b775d8bd21,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,2025,Important,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,15,downloaded,https://arxiv.org/pdf/2503.12349,data/paper_cache/downloads/spin-bench-how-well-do-llms-plan-strategically-and-reason-b775d8bd21.pdf,pdf,3852332,arxiv,,,https://www.semanticscholar.org/paper/ec26efa475d105905d8553eedd141f7905967e5c,10.48550/arXiv.2503.12349,2503.12349
stable-and-expert-aligned-evaluation-of-wargaming-strategies-via-optimized-305d079958,Stable and Expert-Aligned Evaluation of Wargaming Strategies via Optimized LLM Scoring Agents,2025,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/stable-and-expert-aligned-evaluation-of-wargaming-strategies-via-optimized-305d079958.pdf,https://www.semanticscholar.org/paper/3910061e1f702c845750d5b1f7a5ac019d9546a7,10.1109/ICMLCA66850.2025.11336231,
strategic-behavior-of-large-language-models-and-the-role-of-dcae50f0b5,Strategic behavior of large language models and the role of game structure versus contextual framing,2024,Important,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,57,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/strategic-behavior-of-large-language-models-and-the-role-of-dcae50f0b5.pdf,https://www.semanticscholar.org/paper/e46db119b320df6ac4a5091e1561c54c5aece797,10.1038/s41598-024-69032-z,
strategic-reasoning-with-language-models-9cd08cfe5f,Strategic Reasoning with Language Models,2023,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,66,downloaded,https://arxiv.org/pdf/2305.19165,data/paper_cache/downloads/strategic-reasoning-with-language-models-9cd08cfe5f.pdf,pdf,1059032,arxiv,,,https://www.semanticscholar.org/paper/f1a3cd5cc340f47e3e966709f7dfddef23460aa2,10.48550/arXiv.2305.19165,2305.19165
structured-analytic-techniques-for-intelligence-analysis-579184390b,Structured Analytic Techniques for Intelligence Analysis,2010,Core,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,158,manual_needed,,,,0,,,data/paper_cache/manual/structured-analytic-techniques-for-intelligence-analysis-579184390b.pdf,https://www.semanticscholar.org/paper/8adafdfdd58e8dcbf31d9cd21e2a6afaec61bfc4,,
superforecasting-the-art-and-science-of-prediction-23500fa86a,Superforecasting: The Art and Science of Prediction,2015,Core,Political Science and Strategic Judgment Foundations,"Forecasting, hindsight bias, and expert judgment",660,manual_needed,,,,0,,,data/paper_cache/manual/superforecasting-the-art-and-science-of-prediction-23500fa86a.pdf,https://www.semanticscholar.org/paper/7fd0b7c04157ca1459ca16607de9ec139fd9ad51,10.5860/choice.196400,
surfacing-citizens-policy-perspectives-at-scale-in-the-age-of-74c3af07ca,Surfacing citizens’ policy perspectives at scale in the age of large language models,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/surfacing-citizens-policy-perspectives-at-scale-in-the-age-of-74c3af07ca.pdf,https://www.semanticscholar.org/paper/44ffede29c637f737fbbfb1574799301e628e8f8,10.1177/23794607251346311,
surveying-with-ai-simulating-human-responses-using-personalized-llm-agents-c608e10348,Surveying with AI: Simulating Human Responses Using Personalized LLM Agents and Social Media Data,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/surveying-with-ai-simulating-human-responses-using-personalized-llm-agents-c608e10348.pdf,https://www.semanticscholar.org/paper/ab87cc241525ec11e238f2fef25239287e8360d1,10.1109/SMC58881.2025.11343347,
synthetically-generated-text-for-supervised-text-analysis-5f73cf3060,Synthetically generated text for supervised text analysis,2023,Curated,Classical Political NLP and Information Extraction,Political text as data and policy-position extraction,16,downloaded,https://arxiv.org/pdf/2303.16028,data/paper_cache/downloads/synthetically-generated-text-for-supervised-text-analysis-5f73cf3060.pdf,pdf,807069,arxiv,,,https://www.semanticscholar.org/paper/1a3099125dd700a65dbe6c1c2cc4067e12d5171a,10.1017/pan.2024.31,2303.16028
systematic-biases-in-llm-simulations-of-debates-355755d2a3,Systematic Biases in LLM Simulations of Debates,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",119,downloaded,https://arxiv.org/pdf/2402.04049,data/paper_cache/downloads/systematic-biases-in-llm-simulations-of-debates-355755d2a3.pdf,pdf,938670,arxiv,,,https://www.semanticscholar.org/paper/f503b95c0a64f6a84eb1d90e5ea1e094b1e1892b,10.18653/v1/2024.emnlp-main.16,2402.04049
text-as-data-the-promise-and-pitfalls-of-automatic-content-900cffe464,Text as Data: The Promise and Pitfalls of Automatic Content Analysis Methods for Political Texts,2013,Core,Classical Political NLP and Information Extraction,Political text as data and policy-position extraction,2987,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/text-as-data-the-promise-and-pitfalls-of-automatic-content-900cffe464.pdf,https://www.semanticscholar.org/paper/b9921fb4d1448058642897797e77bdaf8f444404,10.1093/pan/mps028,
textual-predictors-of-bill-survival-in-congressional-committees-2780e635de,Textual Predictors of Bill Survival in Congressional Committees,2012,Core,Classical Political NLP and Information Extraction,Legislative speech and policy text classification,70,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/textual-predictors-of-bill-survival-in-congressional-committees-2780e635de.pdf,https://www.semanticscholar.org/paper/36da409e56a1a47691bd880fa73954a4aeae41b3,,
the-ai-gpr-index-measuring-geopolitical-risk-using-artificial-intelligence-1b5e4b750d,The AI-GPR Index: Measuring Geopolitical Risk using Artificial Intelligence,n.d.,Core,"Forecasting, Geopolitical Risk, and Foresight",Geoeconomic and geopolitical risk signals,n/a,downloaded,https://www.matteoiacoviello.com/research_files/AI_GPR_PAPER.pdf,data/paper_cache/downloads/the-ai-gpr-index-measuring-geopolitical-risk-using-artificial-intelligence-1b5e4b750d.pdf,pdf,2198945,direct_pdf,,,https://www.matteoiacoviello.com/research_files/AI_GPR_PAPER.pdf,,
the-cameo-conflict-and-mediation-event-observations-actor-coding-framework-5e6f91ce7a,The CAMEO (Conflict and Mediation Event Observations) Actor Coding Framework,2008,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,67,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-cameo-conflict-and-mediation-event-observations-actor-coding-framework-5e6f91ce7a.pdf,https://www.semanticscholar.org/paper/dd9b3253977b889490c5baf33502230b6939fa6b,,
the-consequences-of-generative-ai-for-democracy-governance-and-war-8b0d5b7a8e,"The Consequences of Generative AI for Democracy, Governance and War",2023,Watchlist,"Foundations, Surveys, and Methods",Political science and computational social science overviews,23,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-consequences-of-generative-ai-for-democracy-governance-and-war-8b0d5b7a8e.pdf,https://www.semanticscholar.org/paper/e714419610942d378b7d6bf28e0839d1b4be61e1,10.1080/00396338.2023.2261260,
the-delicate-balance-of-terror-171f5fccba,The Delicate Balance of Terror,1958,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",360,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-delicate-balance-of-terror-171f5fccba.pdf,https://www.semanticscholar.org/paper/d7975b7956a2ca1cd73e75c836db7fb0c433ff3d,10.1007/978-1-349-19791-0_12,
the-end-of-the-policy-analyst-testing-the-capability-of-3beadced81,"The End of the Policy Analyst? Testing the Capability of Artificial Intelligence to Generate Plausible, Persuasive, and Useful Policy Analysis",2023,Important,"Policymaking, Governance, and Institutional Decision Support",Policy translation and policy brief generation,27,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-end-of-the-policy-analyst-testing-the-capability-of-3beadced81.pdf,https://www.semanticscholar.org/paper/22b39e38e2fd52591ca23904b474eb19dc17b610,10.1145/3604570,
the-evolution-of-nuclear-strategy-da83332a24,The Evolution of Nuclear Strategy,1981,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",20,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-evolution-of-nuclear-strategy-da83332a24.pdf,https://www.semanticscholar.org/paper/9c6d7b47d877c7552ab98da841ca933fd049afdb,10.1057/978-1-137-57350-6,
the-future-is-unevenly-distributed-forecasting-ability-of-llms-depends-2e1fe28521,The Future Is Unevenly Distributed: Forecasting Ability of LLMs Depends on What We’re Asking,2025,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,1,downloaded,https://arxiv.org/pdf/2511.18394,data/paper_cache/downloads/the-future-is-unevenly-distributed-forecasting-ability-of-llms-depends-2e1fe28521.pdf,pdf,414640,arxiv,,,https://arxiv.org/abs/2511.18394,10.48550/arXiv.2511.18394,2511.18394
the-future-outcome-reasoning-and-confidence-assessment-benchmark-9c963aa22a,The Future Outcome Reasoning and Confidence Assessment Benchmark,2025,Curated,Peripheral and Borderline Materials,General forecasting benchmarks,5,downloaded,https://arxiv.org/pdf/2502.19676,data/paper_cache/downloads/the-future-outcome-reasoning-and-confidence-assessment-benchmark-9c963aa22a.pdf,pdf,503393,arxiv,,,https://www.semanticscholar.org/paper/453baf82f811e32aa005a57e807415857d7b4685,10.48550/arXiv.2502.19676,2502.19676
the-inefficient-use-of-power-costly-conflict-with-complete-information-981c2ae5cd,The Inefficient Use of Power: Costly Conflict with Complete Information,2004,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",258,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-inefficient-use-of-power-costly-conflict-with-complete-information-981c2ae5cd.pdf,https://www.semanticscholar.org/paper/9a1d08d579ac683b73fde4ed8e75bb9316f8c254,10.1017/S000305540400111X,
the-language-you-ask-in-language-conditioned-ideological-divergence-in-b5c24a42ea,The Language You Ask In: Language-Conditioned Ideological Divergence in LLM Analysis of Contested Political Documents,2026,Watchlist,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,0,downloaded,https://arxiv.org/pdf/2601.12164,data/paper_cache/downloads/the-language-you-ask-in-language-conditioned-ideological-divergence-in-b5c24a42ea.pdf,pdf,360224,arxiv,,,https://www.semanticscholar.org/paper/95852e9b07af846a01840bb385c91e21c6bfaf74,10.48550/arXiv.2601.12164,2601.12164
the-llm-effect-are-humans-truly-using-llms-or-are-666e1f2a86,"The LLM Effect: Are Humans Truly Using LLMs, or Are They Being Influenced By Them Instead?",2024,Important,"Policymaking, Governance, and Institutional Decision Support",Strategic and institutional decision support,20,downloaded,https://arxiv.org/pdf/2410.04699,data/paper_cache/downloads/the-llm-effect-are-humans-truly-using-llms-or-are-666e1f2a86.pdf,pdf,875316,arxiv,,,https://www.semanticscholar.org/paper/4046475556d334a61612c63622a40676907c7b5d,10.48550/arXiv.2410.04699,2410.04699
the-meaning-of-the-nuclear-revolution-statecraft-and-the-prospect-11940404cb,The Meaning of the Nuclear Revolution: Statecraft and the Prospect of Armageddon,1989,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",24,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-meaning-of-the-nuclear-revolution-statecraft-and-the-prospect-11940404cb.pdf,https://www.semanticscholar.org/paper/6c4f043a33dc0fe5e2610b44a40b024eb8c04258,,
the-media-frames-corpus-annotations-of-frames-across-issues-3122ee49c4,The Media Frames Corpus: Annotations of Frames Across Issues,2015,Important,Classical Political NLP and Information Extraction,Legislative speech and policy text classification,271,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-media-frames-corpus-annotations-of-frames-across-issues-3122ee49c4.pdf,https://www.semanticscholar.org/paper/92408cc19033cc4af29accef3793014ab79355c2,10.3115/v1/P15-2072,
the-nuclear-taboo-the-united-states-and-the-non-use-b6e555c718,The Nuclear Taboo: The United States and the Non-Use of Nuclear Weapons Since 1945,2007,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",351,manual_needed,,,,0,,,data/paper_cache/manual/the-nuclear-taboo-the-united-states-and-the-non-use-b6e555c718.pdf,https://www.semanticscholar.org/paper/e448d18989ff9c23f8203e4d6077efd656eb5469,10.1080/10736700802407267,
the-political-biases-of-chatgpt-c90e2cfb44,The Political Biases of ChatGPT,2023,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",245,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-political-biases-of-chatgpt-c90e2cfb44.pdf,https://www.semanticscholar.org/paper/3aa22ac9e265cfb5158ad8b0b9e584e50504585e,10.3390/socsci12030148,
the-political-ideology-of-conversational-ai-converging-evidence-on-chatgpt-efe363d3e0,"The political ideology of conversational AI: Converging evidence on ChatGPT's pro-environmental, left-libertarian orientation",2023,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",322,downloaded,https://arxiv.org/pdf/2301.01768,data/paper_cache/downloads/the-political-ideology-of-conversational-ai-converging-evidence-on-chatgpt-efe363d3e0.pdf,pdf,2837714,arxiv,,,https://www.semanticscholar.org/paper/b6f8cffc5da51581aec71d919d010d55e5ac068a,10.48550/arXiv.2301.01768,2301.01768
the-power-of-simplicity-in-llm-based-event-forecasting-3466f3ec20,The Power of Simplicity in LLM-Based Event Forecasting,2025,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,1,downloaded,https://aclanthology.org/2025.realm-1.32.pdf,data/paper_cache/downloads/the-power-of-simplicity-in-llm-based-event-forecasting-3466f3ec20.pdf,pdf,1610269,acl_anthology_pdf,,,https://aclanthology.org/2025.realm-1.32/,10.18653/v1/2025.realm-1.32,
the-prompt-war-how-ai-decides-on-a-military-intervention-7320cd586d,The Prompt War: How AI Decides on a Military Intervention,2025,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,4,downloaded,https://arxiv.org/pdf/2507.06277,data/paper_cache/downloads/the-prompt-war-how-ai-decides-on-a-military-intervention-7320cd586d.pdf,pdf,817971,arxiv,,,https://www.semanticscholar.org/paper/5711422371477106fcb16ce63599a75a45477711,10.48550/arXiv.2507.06277,2507.06277
the-spread-of-nuclear-weapons-more-may-be-better-e6541a0be3,The Spread of Nuclear Weapons: More May Be Better,1981,Important,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",395,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-spread-of-nuclear-weapons-more-may-be-better-e6541a0be3.pdf,https://www.semanticscholar.org/paper/05af40c56355e30332c4e8f131d4f7ebc824df97,10.1080/05679328108457394,
the-strategy-of-conflict-2288b44a88,The Strategy of Conflict,1960,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",n/a,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/the-strategy-of-conflict-2288b44a88.pdf,https://www.semanticscholar.org/paper/3f20d642bc455bc34df41fbf24e297d16f930359,10.4324/9780429495779-3,
thinking-in-time-the-uses-of-history-for-decision-makers-201bf102ce,Thinking in Time: The Uses of History for Decision-Makers,1986,Important,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,369,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/thinking-in-time-the-uses-of-history-for-decision-makers-201bf102ce.pdf,https://www.semanticscholar.org/paper/6df5b7e3cdf23535b53fd170526ef2dbb2d8e426,10.2307/2621020,
thinktank-me-a-multi-expert-framework-for-middle-east-event-6c76cef3f1,ThinkTank-ME: A Multi-Expert Framework for Middle East Event Forecasting,2026,Important,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,2,downloaded,https://arxiv.org/pdf/2601.17065,data/paper_cache/downloads/thinktank-me-a-multi-expert-framework-for-middle-east-event-6c76cef3f1.pdf,pdf,1193068,arxiv,,,https://www.semanticscholar.org/paper/a29b9d962c17189d7f122b02e5ed217499e19e5b,10.1145/3774904.3792905,2601.17065
this-human-study-did-not-involve-human-subjects-validating-llm-b3ef8dffb1,This human study did not involve human subjects: Validating LLM simulations as behavioral evidence,2026,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,10,downloaded,https://arxiv.org/pdf/2602.15785,data/paper_cache/downloads/this-human-study-did-not-involve-human-subjects-validating-llm-b3ef8dffb1.pdf,pdf,1160404,arxiv,,,https://www.semanticscholar.org/paper/f45c816e1f3c40f1bac4e68b7c01e8b40a235b4f,10.48550/arXiv.2602.15785,2602.15785
