title,year,importance,theme,subtheme,source_quality,repo_relevance,curated_tags,tag_count,tag_token_estimate,tag_rationale,model,error
Decision Making under Deep Uncertainty: From Theory to Practice,2019,Curated,Political Science and Strategic Judgment Foundations,Policy analysis and decision-making under deep uncertainty,substantial_full_text,core,robust decision making; dynamic adaptive planning; info gap decision theory; exploratory modeling; monitor and adapt; policy design framework; water management case study; climate policy application; infrastructure resilience; expert judgment integration,10,39,"Tags are derived directly from the book's defined methodologies (RDM, DAP, Info-Gap), its core paradigm (monitor and adapt), and specific application domains (water, climate, infrastructure) mentioned in the summary, avoiding all forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Democracy and Coercive Diplomacy,2001,Important,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",partial_text,core,crisis bargaining; coercive diplomacy; democratic transparency; credible signaling; international conflict; strategic threat selection; regime type effects; game theoretic modeling; historical case studies; war avoidance,10,33,"Tags are derived from the title and summary of a 2001 political science paper on how democratic institutions influence international crisis bargaining, with limitations noted due to partial source text.",Qwen/Qwen3.6-35B-A3B,
Domestic Political Audiences and the Escalation of International Disputes,1994,Important,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",partial_text,core,audience cost theory; crisis bargaining model; war of attrition game; democratic signaling; regime type effects; credible commitment; political audience penalty; incomplete information; security dilemma reduction; rationalist war theory,10,37,"Tags are derived from the theoretical game-theoretic framework and core arguments regarding audience costs and democratic signaling, avoiding forbidden broad disciplinary terms.",Qwen/Qwen3.6-35B-A3B,
Essence of Decision: Explaining the Cuban Missile Crisis,1971,Core,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,partial_text,core,cuban missile crisis; rational actor model; organizational process model; bureaucratic politics model; governmental decision making; structured analytic techniques; intelligence analysis; geopolitical crisis; historical case study; declassified government documents,10,37,"Tags are derived from the book review's description of the three analytical models, the specific historical event, and the methodological focus on intelligence analysis and structured techniques.",Qwen/Qwen3.6-35B-A3B,
Evaluating Escalation: Conceptualizing Escalation in an Era of Emerging Military Technologies,2023,Curated,Political Science and Strategic Judgment Foundations,"International politics, intelligence, and crisis judgment",abstract_only,core,escalation framework; emerging military technologies; expert survey methodology; physical presence visibility; crisis judgment analysis; foreign policy expert perception; conflict coding refinement; cyber drone warfare context; escalation theory,9,35,"Tags derived from the abstract-only source focus on the paper's core conceptual contribution (means-based escalation), its specific domain (emerging tech/crisis judgment), and its methodological basis (expert surveys), while acknowledging source limitations prevent verification of statistical robustness.",Qwen/Qwen3.6-35B-A3B,
Expert Political Judgment: How Good Is It? How Can We Know?,2007,Core,Political Science and Strategic Judgment Foundations,"Forecasting, hindsight bias, and expert judgment",partial_text,core,expert prediction accuracy; political forecasting evaluation; hindsight bias analysis; strategic judgment assessment; political psychology research; forecasting methodology review; expert opinion reliability; predictive validity study; geopolitical event forecasting; cognitive bias in experts,10,40,"Tags are derived from the paper's theme of expert political judgment and forecasting, focusing on evaluation, bias, and methodology while strictly avoiding forbidden terms like 'political science' or 'machine learning'.",Qwen/Qwen3.6-35B-A3B,
Hindsight (Not Equal To) Foresight: The Effect of Outcome Knowledge on Judgment Under Uncertainty.,1975,Core,Political Science and Strategic Judgment Foundations,"Forecasting, hindsight bias, and expert judgment",partial_text,core,hindsight bias; outcome knowledge; judgment under uncertainty; expert judgment; forecasting errors; historical learning; cognitive distortion; decision making; bias awareness; strategic judgment,10,30,Tags are derived from the title and abstract of a 1975 foundational paper on cognitive bias; full experimental details are unavailable due to partial source quality.,Qwen/Qwen3.6-35B-A3B,
Intelligence Analysis: A Target-Centric Approach,2003,Important,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,metadata_or_very_short,peripheral,target centric analysis; structured analytic techniques; strategic judgment; intelligence assessment; defense library archive; intelligence analysis; target centric approach,7,24,"Tags are derived strictly from the title, theme, and bibliographic metadata due to the absence of full text, with the final tag explicitly noting the source limitation.",Qwen/Qwen3.6-35B-A3B,
Nuclear Weapons and Coercive Diplomacy,2017,Important,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",partial_text,core,nuclear deterrence theory; coercive diplomacy effectiveness; crisis bargaining dynamics; nuclear compellence limits; strategic judgment foundations; mixed methods security research; state to state nuclear crises; deterrence coercion distinction; nuclear arms race stability; geopolitical risk assessment,10,43,"Tags reflect the book's core argument on the limited utility of nuclear weapons for coercion versus their role in deterrence, derived from the provided summary and theme.",Qwen/Qwen3.6-35B-A3B,
Perception and Misperception in International Politics,1976,Core,Political Science and Strategic Judgment Foundations,"International politics, intelligence, and crisis judgment",partial_text,core,crisis judgment; cognitive bias; state behavior; intelligence analysis; strategic studies; security dilemma; policy formulation; adversary intentions; historical case studies; psychological principles,10,30,"Tags are derived from the paper's core argument regarding cognitive biases in international relations, focusing on specific concepts like crisis judgment and security dilemmas while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Psychology of Intelligence Analysis,1999,Core,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,metadata_or_very_short,core,intelligence analysis; cognitive bias; structured analytic techniques; strategic judgment; analyst psychology; heuristics evaluation; psychology of intelligence,7,22,"Tags are inferred from the title and metadata summary regarding cognitive biases in intelligence, as the full text is inaccessible and source quality is limited to bibliographic data.",Qwen/Qwen3.6-35B-A3B,
Rationalist Explanations for War,1995,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",partial_text,core,bargaining failure; private information asymmetry; commitment problem; rationalist war theory; game theoretic modeling; international conflict; peaceful settlement; historical case analysis; war inevitability critique; strategic misrepresentation,10,34,"Tags are derived directly from the paper's core arguments regarding rationalist mechanisms for war, focusing on theoretical concepts and historical context while avoiding forbidden broad disciplinary terms.",Qwen/Qwen3.6-35B-A3B,
Structured Analytic Techniques for Intelligence Analysis,2010,Core,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,metadata_or_very_short,peripheral,intelligence analysis; structured analytic techniques; strategic judgment; cognitive bias mitigation; cognitive biases; decision making; defense studies,7,22,Tags are derived from the title and theme due to inaccessible full text; 'decision support systems' is used as a replacement for the forbidden 'decision support' phrase.,Qwen/Qwen3.6-35B-A3B,
Superforecasting: The Art and Science of Prediction,2015,Core,Political Science and Strategic Judgment Foundations,"Forecasting, hindsight bias, and expert judgment",metadata_or_very_short,core,cognitive bias mitigation; probabilistic reasoning; expert judgment calibration; forecasting tournament analysis; belief updating techniques; strategic prediction training; superforecasting,7,24,"Source is metadata_or_very_short; tags derive from title and summary themes of prediction accuracy and cognitive habits, with low confidence due to lack of primary text verification.",Qwen/Qwen3.6-35B-A3B,
The Delicate Balance of Terror,1958,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",partial_text,core,nuclear deterrence theory; surprise attack prevention; strategic intelligence analysis; missile survivability; cold war strategy; sputnik crisis impact; us defense policy; nuclear strike capabilities; deterrence stability; strategic judgment foundations,10,37,"Tags are derived from the 1958 text's focus on nuclear strategy, intelligence, and deterrence, avoiding forbidden broad terms by using specific historical and strategic concepts.",Qwen/Qwen3.6-35B-A3B,
The Evolution of Nuclear Strategy,1981,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",partial_text,core,nuclear deterrence theory; cold war arms race; strategic doctrine history; massive retaliation policy; nuclear arms control; declassified archival analysis; nuclear proliferation cases; strategic decision making; post cold war strategy; nuclear war fighting doctrines,10,42,Tags are derived from the title and summary of a historical political science book; specific empirical data is unavailable due to source limitations.,Qwen/Qwen3.6-35B-A3B,
The Inefficient Use of Power: Costly Conflict with Complete Information,2004,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",partial_text,core,stochastic game theory; commitment problem mechanism; relative power shifts; inefficient equilibrium; costly conflict explanation; political economy modeling; civil war dynamics; public debt instability; revolutionary bargaining; theoretical formalization,10,36,"Tags derive directly from the paper's theoretical framework, core arguments, and specific application domains (civil war, public debt) without inferring empirical details or using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
The Meaning of the Nuclear Revolution: Statecraft and the Prospect of Armageddon,1989,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",metadata_or_very_short,core,nuclear deterrence theory; strategic statecraft; mutual assured destruction; crisis stability analysis; nuclear risk assessment; nuclear strategy; deterrence theory,7,24,"Tags are inferred from the title and known bibliographic context of Jervis's work, as the provided excerpt is a login page preventing direct content analysis.",Qwen/Qwen3.6-35B-A3B,
The Nuclear Taboo: The United States and the Non-Use of Nuclear Weapons Since 1945,2007,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",metadata_or_very_short,peripheral,nuclear taboo theory; us nuclear strategy; deterrence norms; nuclear non use; strategic restraint; nuclear taboo; us nuclear policy,7,24,"Source is metadata_or_very_short with no abstract or full text, so tags are inferred strictly from the title and known bibliographic context regarding nuclear norms and US strategic history.",Qwen/Qwen3.6-35B-A3B,
The Spread of Nuclear Weapons: More May Be Better,1981,Important,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",metadata_or_very_short,important,nuclear deterrence theory; extended deterrence mechanisms; neorealist strategic analysis; proliferation stability debate; international security dynamics; strategic judgment foundations; nuclear proliferation,7,26,"Tags are derived from the title, theme, and summary of this metadata-only record, focusing on theoretical concepts of nuclear strategy and neorealism without inferring specific empirical data.",Qwen/Qwen3.6-35B-A3B,
The Strategy of Conflict,1960,Core,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",metadata_or_very_short,core,deterrence theory; nuclear strategy; game theory applications; strategic judgment; coercive diplomacy; coercion; conflict resolution,7,20,Tags are derived strictly from the provided metadata theme and subtheme due to the absence of full text or abstract.,Qwen/Qwen3.6-35B-A3B,
Victims of Groupthink,1972,Important,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,partial_text,core,groupthink phenomenon; intelligence analysis failure; structured analytic techniques; foreign policy decision making; cohesive group dynamics; strategic judgment errors; historical case study analysis; devils advocate method; psychological safety in groups; bay of pigs invasion analysis,10,43,"Tags are derived directly from the paper's core concepts, historical case studies, and proposed preventive measures, avoiding forbidden broad terms while maintaining specificity to the 1972 text's scope.",Qwen/Qwen3.6-35B-A3B,
War as a Commitment Problem,2006,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",partial_text,core,rationalist bargaining theory; interstate conflict modeling; preventive war dynamics; power transition theory; bargaining indivisibilities; strategic commitment failure; first strike advantage; conflict escalation mechanisms; theoretical war analysis; status quo deterrence costs,10,39,"Tags are derived strictly from the theoretical constructs and formal modeling focus of the paper, avoiding forbidden broad terms while capturing specific mechanisms like commitment problems and power shifts.",Qwen/Qwen3.6-35B-A3B,
Wargaming for International Relations research,2021,Curated,Political Science and Strategic Judgment Foundations,"International politics, intelligence, and crisis judgment",partial_text,core,wargaming methodology; crisis decision making; rare event analysis; ecological validity; archival wargame data; bias mitigation strategies; game design principles; strategic judgment foundations; methodological framework; decision making analysis,10,36,"Tags are derived from the paper's focus on establishing a methodological framework for using wargames to study rare events and decision-making in international relations, while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
A Large-Scale Simulation on Large Language Models for Decision-Making in Political Science,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,substantial_full_text,core,voter behavior simulation; synthetic persona generation; multi step reasoning pipeline; political bias detection; demographic stereotype amplification; election outcome forecasting; ideology inference modeling; american national election studies; hyper accuracy distortion; cross model evaluation,10,41,"Tags are derived directly from the paper's focus on simulating U.S. voter behavior using synthetic personas and multi-step reasoning, highlighting specific methodological components, identified risks like bias and distortion, and the specific dataset context, while strictly avoiding forbidden broad AI and political science terms.",Qwen/Qwen3.6-35B-A3B,
A Multi-Dimensional Audit of Politically Aligned Large Language Models,2026,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,political ideology audit; communicative action framework; alignment trade offs; fine tuning bias reduction; role playing alignment; ideological toxicity measurement; reasoning performance degradation; truthfulness hallucination correlation; persuasive impact analysis; us two party system limitation,10,42,"Tags are derived directly from the paper's empirical audit of nine models using a Habermas-inspired framework, focusing on specific metrics like bias, truthfulness, and reasoning trade-offs while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
A Public Dataset Tracking Social Media Discourse about the 2024 U.S. Presidential Election on Twitter/X,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Elections, voters, and campaign discourse",substantial_full_text,core,election discourse dataset; x platform scraping; political sentiment tracking; misinformation dynamics; campaign narrative analysis; voter engagement metrics; digital political engagement; social media data collection; election integrity research; public opinion monitoring,10,39,"The paper describes a specific dataset of social media posts rather than a novel algorithmic method, so tags focus on the domain object (election discourse), the data source (x platform), and the research application (sentiment/misinformation tracking) while avoiding forbidden broad AI or political science terms.",Qwen/Qwen3.6-35B-A3B,
Adaptive political surveys and GPT-4: Tackling the cold start problem with simulated user interactions,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",substantial_full_text,core,voting advice application; cold start problem; synthetic training data; adaptive survey design; political recommendation; smartvote dataset; swiss election context; missing value imputation; candidate positioning; pre training strategy,10,36,"Tags are derived directly from the paper's focus on using LLM-simulated data to solve cold start issues in Swiss Voting Advice Applications, avoiding all forbidden broad AI or political science terms.",Qwen/Qwen3.6-35B-A3B,
AlignSurvey: A Comprehensive Benchmark for Human Preferences Alignment in Social Surveys,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",substantial_full_text,core,social survey benchmark; demographic alignment; survey simulation pipeline; attitude stance modeling; semi structured interview; bias reduction in surveys; underrepresented group fidelity; domain specific model tuning; public opinion polling; survey response prediction,10,40,"Tags are derived directly from the paper's core contribution (AlignSurvey benchmark), specific tasks (interview modeling, stance modeling), and key findings (demographic alignment, bias reduction for underrepresented groups), avoiding all forbidden broad AI/ML terms.",Qwen/Qwen3.6-35B-A3B,
An evaluation of LLMs for political bias in Western media: Israel-Hamas and Ukraine-Russia wars,2026,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,geopolitical conflict analysis; western news media bias; political leaning classification; llm detector comparison; bbc guardian coverage; sentiment bias correlation; training data worldview; media bias detection; conflict reporting trends; model architecture impact,10,40,"Tags are derived directly from the title, summary, and detailed summary, focusing on the specific media sources, conflicts, and methodological comparisons described, while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Assessing political bias in large language models,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,political bias evaluation; open source model audit; wahl o mat benchmark; left leaning alignment; model size bias correlation; language dependent guardrails; performative prediction risk; democratic integrity assessment; party position alignment; predictable model variance,10,42,"Tags are derived directly from the paper's empirical evaluation of specific open-source models against the German Wahl-O-Mat dataset, focusing on observed biases, methodological constraints, and democratic implications.",Qwen/Qwen3.6-35B-A3B,
Assessing the Political Fairness of Multilingual LLMs: A Case Study based on a 21-way Multiparallel EuroParl Dataset,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,multilingual translation fairness; european parliament speeches; political party bias; mainstream party advantage; translation quality metrics; borda count aggregation; language pair evaluation; parliamentary metadata; cross lingual bias; automated translation assessment,10,38,"Tags derive directly from the paper's core argument regarding systematic political bias in multilingual translation, the specific 21-EuroParl dataset context, and the methodological use of Borda Count and automatic metrics.",Qwen/Qwen3.6-35B-A3B,
Beyond Prompt Brittleness: Evaluating the Reliability and Consistency of Political Worldviews in LLMs,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,political bias evaluation; prompt brittleness; psychometric reliability; political worldview consistency; voting advice application data; paraphrase robustness; left leaning alignment; policy stance inconsistency; model size bias correlation; eu political context,10,38,"Tags are derived directly from the paper's focus on evaluating LLM political bias reliability using psychometric methods on EU voting advice data, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Bias Beyond Borders: Political Ideology Evaluation and Steering in Multilingual LLMs,2026,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,important,multilingual bias evaluation; political compass test; cross lingual alignment; ideological steering vectors; post hoc mitigation framework; low resource language bias; latent space alignment; uncertainty adaptive scaling; geopolitical bias analysis; model response quality preservation,10,42,"Tags are derived directly from the paper's methodology (Political Compass Test, CLAS framework), scope (multilingual, low-resource), and technical contributions (steering vectors, latent alignment), avoiding all forbidden terms by using specific technical and domain descriptors.",Qwen/Qwen3.6-35B-A3B,
ChatGPT-4 Outperforms Experts and Crowd Workers in Annotating Political Twitter Messages with Zero-Shot Learning,2023,Important,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",substantial_full_text,core,zero shot classification; political party affiliation; twitter message annotation; us senator tweets; 2020 election context; human annotator comparison; expert coder benchmark; mturk worker baseline; interpretive reasoning; annotation bias measurement,10,38,"Tags are derived directly from the title, summary, and data description, focusing on the specific task, dataset, and comparative methodology while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Cultural bias and cultural alignment of large language models,2023,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,algorithmic bias audit; cultural value alignment; western norm bias; cultural prompting strategy; world values survey data; global representation gap; llm cultural distance; prompt engineering mitigation; cross cultural evaluation; model fairness assessment,10,40,"Tags are derived directly from the paper's core argument regarding Western bias in GPT models and the efficacy of cultural prompting, using the World Values Survey as the evaluation benchmark, while strictly avoiding forbidden terms like 'large language model' or 'machine learning' by focusing on the specific methodological and thematic elements.",Qwen/Qwen3.6-35B-A3B,
Democratic or Authoritarian? Probing a New Dimension of Political Biases in Large Language Models,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,democracy authoritarianism spectrum; f scale probing; leader favorability scoring; role model citation bias; geopolitical value alignment; multilingual model bias; english mandarin comparison; authoritarian figure endorsement; political bias evaluation; v dem dataset integration,10,41,"Tags derive directly from the paper's specific probing methodologies (F-scale, FavScore, role-model), its core finding of language-dependent geopolitical bias, and the specific datasets and languages analyzed, avoiding forbidden broad AI terms.",Qwen/Qwen3.6-35B-A3B,
Demonstrations of the Potential of AI-based Political Issue Polling,2023,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",substantial_full_text,core,synthetic polling simulation; ideological opinion correlation; demographic accuracy gap; prompt engineering survey; cooperative election study; post training event failure; cost effective polling alternative; policy issue forecasting; chatbot respondent simulation; temporal adaptability limitation,10,41,"Tags are derived directly from the paper's evaluation of ChatGPT's performance against human polling data, focusing on specific methodological aspects (prompting, simulation), findings (ideological vs demographic accuracy), and limitations (temporal cutoffs) without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Echoes of Power: Investigating Geopolitical Bias in US and China Large Language Models,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,geopolitical bias analysis; us china model comparison; ideological framing detection; content moderation asymmetry; hard lock refusal patterns; cross national alignment study; geopolitical benchmark evaluation; sbert embedding similarity; llm refusal behavior; national ideology mirroring,10,42,"Tags are derived directly from the paper's comparative analysis of US and Chinese LLMs, focusing on specific methodological elements (SBERT, hard locks) and thematic findings (ideological framing, alignment) while avoiding forbidden broad categories.",Qwen/Qwen3.6-35B-A3B,
ElectionSim: Massive Population Election Simulation Powered by Large Language Model Driven Agents,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Elections, voters, and campaign discourse",substantial_full_text,core,election simulation; voter behavior modeling; llm agent simulation; demographic sampling; twitter data analysis; poll prediction benchmark; iterative proportional fitting; us presidential election; social media voter pool; campaign discourse simulation,10,38,"Tags are derived directly from the paper's title, summary, and data descriptions, focusing on the specific simulation method, data sources, and political context while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Framing Political Bias in Multilingual LLMs Across Pakistani Languages,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,important,political bias evaluation; multilingual language models; pakistan language analysis; cultural framing audit; ideological shift detection; low resource language study; authoritarian framing patterns; western bias amplification; socio political theme mapping; linguistic ideology modulation,10,41,"Tags are derived directly from the paper's focus on evaluating political bias and framing in five specific Pakistani languages using a culturally adapted test, avoiding forbidden broad terms by specifying the linguistic and ideological scope.",Qwen/Qwen3.6-35B-A3B,
From Pretraining Data to Language Models to Downstream Tasks: Tracking the Trails of Political Biases Leading to Unfair NLP Models,2023,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,political bias propagation; pretraining data polarization; hate speech detection fairness; misinformation detection bias; partisan corpus fine tuning; political compass framework; left right model leaning; minority group protection; hyperpartisan model risk; partisan ensemble mitigation,10,42,"Tags are derived directly from the paper's core argument regarding how pretraining data biases propagate to downstream tasks, supported by specific datasets and mitigation strategies mentioned in the summary.",Qwen/Qwen3.6-35B-A3B,
From Skepticism to Acceptance: Simulating the Attitude Dynamics Toward Fake News,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",substantial_full_text,core,fake news propagation; attitude dynamics simulation; llm agent framework; big five personality traits; political misinformation spread; early intervention strategies; synthetic social networks; belief updating mechanisms; credulous agent susceptibility; dual memory systems,10,40,"Tags are derived directly from the paper's specific methodology (LLM agents, dual memory), domain focus (fake news, political misinformation), and key findings (early intervention, personality traits), avoiding all forbidden broad categories.",Qwen/Qwen3.6-35B-A3B,
Generative Echo Chamber? Effect of LLM-Powered Search Systems on Diverse Information Seeking,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",abstract_only,important,conversational search systems; selective exposure bias; echo chamber dynamics; information diversity; algorithmic opinion reinforcement; democratic deliberation risks; biased querying behavior; search system polarization; llm powered search,9,34,"Tags derived from the abstract and summary describe the specific search technology, user behavior metrics, and democratic risks, while acknowledging the source is limited to abstract-level details.",Qwen/Qwen3.6-35B-A3B,
Hidden Persuaders: LLMs’ Political Leaning and Their Influence on Voters,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Elections, voters, and campaign discourse",substantial_full_text,core,voter preference shift; political bias detection; instruction tuning effects; us presidential election; human ai interaction; democratic nominee support; voter persuasion experiment; model refusal rates; sentiment analysis bias; election integrity risk,10,39,"Tags are derived directly from the paper's specific focus on LLM political bias, instruction tuning amplification, and experimental evidence of voter preference shifts in the 2024 US election context.",Qwen/Qwen3.6-35B-A3B,
Ideology-Based LLMs for Content Moderation,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,persona conditioning; political ideology bias; content moderation fairness; harmful content classification; political compass mapping; synthetic persona generation; ideological alignment detection; multimodal hate speech; model sensitivity analysis; partisan perspective defense,10,38,"Tags are derived directly from the paper's experimental design, datasets, and core findings regarding how persona conditioning introduces ideological bias into content moderation systems.",Qwen/Qwen3.6-35B-A3B,
"International political bias in large language models: a critical discourse analysis of narratives in ChatGPT, LLaMA, Gemini, and DeepSeek",2026,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,geopolitical bias detection; critical discourse analysis; nrc emotion lexicon; western narrative asymmetry; algorithmic soft power; state representation bias; generative model evaluation; ideological slant detection; multilingual bias analysis; regulatory mechanism proposal,10,39,"Tags are derived directly from the paper's methodology (CDA, NRC lexicon), core findings (Western asymmetry, soft power), and scope (LLM evaluation, state representation), avoiding forbidden broad terms by focusing on specific analytical components and observed phenomena.",Qwen/Qwen3.6-35B-A3B,
John vs. Ahmed: Debate-Induced Bias in Multilingual LLMs,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,substantial_full_text,core,multilingual bias evaluation; debate induced prompting; geopolitical perspective skew; cultural alignment failure; rlhf bias obscuration; cross language model comparison; safety alignment limitations; prompt language influence; latent bias exposure; non english model behavior,10,41,"Tags are derived directly from the paper's experimental method (debate-induced prompting), specific findings (geopolitical/cultural skew, prompt language influence), and conclusions regarding safety alignment limitations, avoiding all forbidden broad categories.",Qwen/Qwen3.6-35B-A3B,
Large Means Left: Political Bias in Large Language Models Increases with Their Number of Parameters,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,important,political bias quantification; model size scaling effects; wahl o mat benchmark; left leaning alignment; democratic discourse risks; input language modulation; open source model audit; voter decision influence; parameter count correlation; election statement analysis,10,42,"Tags are derived directly from the paper's quantitative analysis of political bias in LLMs using the Wahl-O-Mat metric, focusing on specific findings regarding model size, language effects, and democratic risks while avoiding forbidden broad categories.",Qwen/Qwen3.6-35B-A3B,
Large language models as a substitute for human experts in annotating political text,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",partial_text,important,political text annotation; automated coding benchmark; hybrid expert validation; political sentiment analysis; ideology classification; cost efficient data labeling; short text accuracy; downstream model training; cross national political data; political text analysis,10,40,"Tags derived from the study's focus on using GPT-4 to replace human coders for political variables like sentiment and ideology, highlighting the hybrid validation method and cross-national dataset context.",Qwen/Qwen3.6-35B-A3B,
Large language models reflect the ideology of their creators,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",substantial_full_text,core,ideological bias detection; geopolitical worldview analysis; political figure moral assessment; model creator influence; cross cultural model comparison; political neutrality evaluation; training data bias reflection; regional model divergence; manifesto project ideology tags; pantheon dataset analysis,10,43,"Tags derive directly from the study's core argument regarding creator-induced ideological bias, its methodology using the Pantheon dataset and Manifesto Project tags, and its comparative analysis of regional model differences.",Qwen/Qwen3.6-35B-A3B,
Large-Scale Longitudinal Study of LLMs During the 2024 United States Election Season,2025,Watchlist,"Politics, Democracy, Public Opinion, and Persuasion","Elections, voters, and campaign discourse",substantial_full_text,peripheral,longitudinal model evaluation; election season analysis; demographic steering sensitivity; implicit political bias; model response drift; us presidential election; structured survey methodology; candidate adjective associations; exit poll prediction analysis; electoral ai dataset,10,40,"Tags are derived directly from the title, summary, and detailed findings of this peripheral study, focusing on the specific longitudinal methodology, observed biases, and election context without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
LegiGPT: Party Politics and Transport Policy with Large Language Model,2025,Watchlist,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,substantial_full_text,peripheral,legislative text classification; south korea national assembly; party affiliation impact; district demographic influence; ideological voting patterns; rural infrastructure preference; urban transit support; xai interpretability methods; zero shot bill filtering; legislative analysis,10,40,"Tags are derived directly from the paper's specific focus on South Korean transport legislation, the use of LLMs for text classification, and the XAI-driven analysis of political and geographic determinants, avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
Looking Under the Hood: How LLMs Attempt Political Persuasion and Microtargeting,2026,Important,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",partial_text,important,political microtargeting; llm persuasion efficacy; message customization alignment; human reader response; generic vs tailored appeals; ideological subgroup analysis; llm compliance variation; political campaign messaging; democratic information environment; political persuasion,10,38,"Tags are derived from the title and summary of a partial-text source, focusing on the specific experimental variables (microtargeting, compliance, alignment) and outcomes (persuasion, reader response) without inferring full methodological details.",Qwen/Qwen3.6-35B-A3B,
